code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
5238,AirAsia X Berhad,Consumer Products & Services,2018-12-01,7,0.105,0.04,0.25,0.05,-1.0,-11.8,-112.38,0.0,0.0,-236.0,-38.6,25.53,0.86,-4.34,-12.9,33.0,10.05,5.0,0.0,0.0,0.0,0.0,-22.73,-11.21,-32.28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,7,1+4+5+6,1+2+3+4+5+6+7,4+5+7,1967,4571,0.1,-0.07,-37,98
5231,PELIKAN INTERNATIONAL CORPORATION BERHAD,Consumer Products & Services,2018-12-01,10,0.355,0.185,0.59,0.73,28.0,1.27,3.58,0.0,0.0,1.74,1.54,0.22,0.22,0.45,-98.5,86.0,-6.25,0.87,0.0,0.0,0.0,-20.34,0.29,6.2,0.37,0.29,0.87,0.0,0.0,0.87,1.48,0,0,0,1+2+3+4+5+6+7+10,4+5+6+7,1+3+4+5+6+7+8+10,1+2+3+4+5+6+7+8+9+10,1202,1124,0.1,0.01,0,0
5202,MSM MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,2019-12-01,10,0.665,0.23,1.78,2.36,-2.0,-42.64,-64.12,0.0,0.0,-18.07,-16.56,0.37,0.37,5.77,-82.0,52.0,-15.0,6.59,0.0,0.0,0.0,0.0,-0.86,-16.05,-7.39,0.0,2.85,0.33,2.19,0.0,37.39,0,0,0,1+2+3+8,1+3,1+2+3+4+8+10,3+5,2169,2007,0.33,-0.43,134,306
5196,BERJAYA FOOD BERHAD,Consumer Products & Services,2018-04-01,9,1.11,1.0,1.8,1.0423,25.0,4.42,3.98,4.0,3.6,4.24,0.3,0.77,0.36,13.83,3.22,51.0,27.11,27.1,0.0,-82.05,-45.64,0.0,6.29,1.82,8.04,0.0,1.91,2.64,2.7,0.0,0.0,1,0,0,9,+,1+2+3+9,+,60,640,0.05,0.0,0,0
5188,CHINA OUHUA WINERY HOLDINGS LIMITED,Consumer Products & Services,2018-12-01,9,0.04,0.02,0.045,0.19,163.0,0.02,0.5,0.0,0.0,0.11,-7.98,0.0,0.0,-86.04,-2.08,1.38,-0.35,-0.33,0.0,0.0,0.0,0.0,-89.5,-44.57,-161.41,0.0,6.06,0.0,0.0,0.0,0.0,0,0,0,5+6+7+8,1+2+3+4+5+6,1+2+3+4+5+6+7+8+9,1+3+4+5+6+8,448,14,0.21,-0.03,126,-15
5187,HB GLOBAL LIMITED,Consumer Products & Services,2018-12-01,10,0.075,0.03,0.155,0.43,4.0,1.87,24.93,0.0,0.0,4.35,5.82,0.06,0.06,-7.37,-2.42,1.62,-0.4,-0.12,0.0,0.0,0.0,0.0,-189.25,32.3,-454.03,-189.25,7.06,0.0,0.0,7.06,12.53,0,0,0,1+3+4+5+6+7+8+10,3+4+5+6,1+2+3+4+5+6+7+8+10,4+5,1228,164,1.03,0.04,261,5
5172,K-STAR SPORTS LIMITED,Consumer Products & Services,2018-12-01,10,0.08,0.035,0.12,0.0568,-6.0,-1.44,-18.0,0.0,0.0,-25.35,-105.84,0.88,0.95,-10.41,-1.1,0.4,-0.35,-0.32,0.0,0.0,0.0,0.0,-88.36,-266.85,-321.83,-88.36,2.0,0.0,0.0,2.0,0.0,0,0,0,1+3+5+6+7+8+10,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+10,2+3+4+5+6+7,1152,254,0.99,-0.18,15,4
5166,MINDA GLOBAL BERHAD,Consumer Products & Services,2018-12-01,10,0.05,0.015,0.12,0.16,-2.0,-2.98,-59.6,0.0,0.0,-18.63,-6.68,1.14,0.11,-78.91,-6.0,7.96,0.98,-0.34,0.0,0.0,0.0,0.0,-27.43,-60.99,-49.19,-27.43,12.32,0.0,10.53,12.32,5.4,0,0,0,2+3+4+5+6+7+8+10,1+2+3+4+5+6+7,1+2+3+4+5+6+7+8+9+10,2+3+4+5+6,273,91,0.26,-0.01,101,6
5160,HOMERITZ CORPORATION BERHAD,Consumer Products & Services,2019-08-01,10,0.56,0.355,0.75,0.55,7.0,8.36,14.93,3.0,5.36,15.2,14.78,0.0,0.0,15.36,5.8,11.44,8.62,9.12,0.91,-8.61,0.91,-1.68,11.45,10.55,10.11,11.45,4.82,5.3,4.96,4.82,42.63,1,0,1,1+2+9,+,2+9+10,+,110,148,0.07,0.07,17,34
5159,YOONG ONN CORPORATION BERHAD,Consumer Products & Services,2019-06-01,10,0.61,0.43,1.19,1.44,6.0,9.93,16.28,5.0,8.2,6.9,10.4,0.05,0.04,11.2,5.0,9.64,7.32,7.58,1.49,2.5,1.49,2.46,13.92,12.26,11.85,13.92,3.25,3.0,3.25,3.25,25.54,1,0,1,3+5+10,+,1+5+6+8+10,+,128,256,0.11,0.14,4,44
5157,SAUDEE GROUP BERHAD,Consumer Products & Services,2019-07-01,7,0.185,0.08,0.4,0.36,-3.0,-5.74,-31.03,0.0,0.0,-15.94,0.76,0.1,0.1,-0.44,-18.5,28.5,5.0,-5.03,0.0,0.0,-0.92,0.0,-4.09,-4.98,-3.6,0.0,0.38,0.0,0.0,0.0,0.0,0,0,0,1+2+3,1+2+3+5,1+2+3+4+6+7,3+6,129,78,-0.04,0.0,3,6
5156,XIDELANG HOLDINGS LTD,Consumer Products & Services,2018-12-01,10,0.06,0.055,0.175,0.8,4.0,1.61,26.83,0.0,0.0,2.01,1.64,0.0,0.0,10.62,0.74,29.0,14.87,7.24,73.49,73.49,-34.18,0.0,42.82,3.93,8.36,42.82,1.38,0.0,0.0,1.38,2.99,1,0,0,1+3+5+6+7+8+10,+,4+5+6+8+9+10,+,776,454,0.22,0.01,198,59
5131,ZHULIAN CORPORATION BERHAD,Consumer Products & Services,2019-11-01,10,1.25,0.95,1.636,1.3083,12.0,10.78,8.62,12.0,9.6,8.24,8.19,0.0,0.0,25.68,8.19,21.3,14.74,13.62,1.01,6.01,1.01,-7.61,7.98,7.37,7.39,7.98,4.96,4.73,4.69,4.96,64.08,1,0,1,1+2+4+5+6+7,+,1+2+4+6+10,+,323,170,0.19,0.11,81,75
5107,IQ GROUP HOLDINGS BERHAD,Consumer Products & Services,2019-03-01,9,0.48,0.21,1.16,1.44,-3.0,-16.34,-34.04,0.0,0.0,-11.35,-1.52,0.04,0.0,2.69,-56.0,41.0,-7.5,3.42,0.0,0.0,0.0,0.0,2.6,2.45,5.71,0.0,2.33,5.12,4.19,0.0,24.6,0,0,0,1+2+4+7,1+8+9,1+2+4+6+7+8+9,1+9,134,141,-0.16,-0.02,-7,-16
5104,CNI HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.06,0.03,0.095,0.1,-8.0,-0.76,-12.67,0.3,5.0,-7.6,0.82,0.02,0.01,-1.27,-13.0,18.0,2.5,-2.62,0.0,0.0,0.0,-28.72,-2.82,-2.56,-6.75,-2.82,2.22,0.0,0.0,2.22,56.11,0,0,0,2+3+5+6+7+8+9+10,2+3+4+5+6,1+2+3+4+5+6+8+9+10,4+6,159,86,0.01,0.0,12,5
5102,GUAN CHONG BERHAD,Consumer Products & Services,2018-12-01,10,2.42,1.5,4.197,0.9433,11.0,21.74,8.98,4.0,1.65,23.05,33.16,0.06,0.07,4.29,-67.5,112.0,22.25,26.32,34.1,102.65,124.99,34.1,3.52,4.0,2.48,3.52,1.18,0.38,0.23,1.18,22.08,0,0,0,2+3+6+10,5,4+5+6+7+10,2+6+8+10,643,2273,0.01,0.2,-22,303
5099,AIRASIA GROUP BERHAD,Consumer Products & Services,2018-12-01,10,0.74,0.5,2.15,1.33,-8.0,-9.63,-13.01,0.0,0.0,-7.24,24.85,2.21,0.1,19.34,2.93,43.0,22.96,13.49,35.28,44.8,35.28,0.0,12.14,22.64,15.71,12.14,2.56,5.44,4.15,2.56,9.8,1,0,1,7+10,+,2+5+6+8+10,+,3133,9789,0.2,0.58,784,353
5081,ESTHETICS INTERNATIONAL GROUP BERHAD,Consumer Products & Services,2019-03-01,10,0.49,0.39,0.675,0.75,15.0,3.34,6.82,3.0,6.12,4.45,5.64,0.14,0.1,2.45,-1.55,60.0,29.22,19.95,0.0,-21.62,-11.04,-6.43,-1.49,4.77,6.66,-1.49,2.98,4.28,4.14,2.98,44.03,0,0,0,2+8+9+10,9+10,2+3+8+9+10,4,170,168,0.0,0.04,12,10
5080,POH KONG HOLDINGS BERHAD,Consumer Products & Services,2019-07-01,10,0.485,0.3,0.72,1.38,6.0,8.45,17.42,1.2,2.47,6.12,4.71,0.1,0.08,3.45,3.69,16.67,10.18,8.74,13.71,31.97,13.71,-1.17,14.52,12.55,10.43,14.52,2.11,1.98,2.01,2.11,27.35,1,0,0,1+4+6,+,2+4+6+7,+,561,1001,0.08,0.06,29,35
5079,GETS GLOBAL BERHAD,Consumer Products & Services,2019-06-01,10,0.105,0.035,0.275,0.31,-3.0,-3.62,-34.48,0.0,0.0,-11.68,-25.86,0.0,0.0,-12.36,-19.0,17.75,-0.62,-1.85,0.0,0.0,0.0,0.0,-17.05,-33.92,-20.28,-17.05,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+5+6+7+8+9+10,1+2+3+4+6+7+8+10,1+2+3+4+5+6+7+8+9+10,1+3+10,49,33,-0.06,-0.08,0,-11
5066,NTPM HOLDINGS BERHAD,Consumer Products & Services,2019-04-01,10,0.545,0.295,0.615,0.4,-233.0,-0.23,-0.42,1.6,2.94,-0.58,1.96,0.14,0.13,8.86,11.0,45.5,28.25,19.62,0.0,-46.17,-30.18,-15.12,5.98,4.14,4.36,5.98,3.66,3.47,2.85,3.66,61.41,1,0,1,10,+,1+2+3+5+8+9+10,+,383,728,0.05,0.01,67,25
5024,HUP SENG INDUSTRIES BERHAD,Consumer Products & Services,2019-12-01,10,0.99,0.745,1.0,0.19,19.0,5.19,5.24,6.0,6.06,27.32,26.79,0.0,0.0,13.93,16.1,128.4,72.25,45.82,1.7,-5.65,1.7,11.94,3.81,5.44,5.38,3.81,3.14,6.16,5.0,3.14,79.75,1,0,1,4,+,1+2+3+4+9,+,219,310,0.03,0.05,31,51
5022,PAOS HOLDINGS BERHAD,Consumer Products & Services,2019-05-01,10,0.295,0.23,0.46,0.52,-52.0,-0.57,-1.93,1.6,5.42,-1.1,0.76,0.0,0.0,1.66,20.17,87.0,53.58,47.38,0.0,-40.09,-30.56,-22.67,2.13,0.6,1.24,2.13,3.26,3.95,3.57,3.26,153.07,1,0,0,5+6+10,+,1+2+3+5+6+8+10,+,144,323,0.01,0.0,-3,2
5016,WARISAN TC HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.3,1.3,2.25,4.97,-13.0,-10.18,-7.83,3.0,2.31,-2.05,2.25,0.06,0.05,2.38,-25.0,265.0,120.0,55.79,84.87,84.87,85.33,-7.63,2.94,2.15,1.76,2.94,3.71,2.44,3.0,3.71,26.79,0,0,1,1+3+4+5+6+10,3,2+3+4+5+6+10,,302,460,0.1,0.12,44,80
5008,HARRISONS HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,2018-12-01,10,3.6,2.89,3.95,4.61,10.0,36.66,10.18,20.0,5.56,7.95,7.11,0.13,0.0,1.72,-20.64,15.24,-2.7,6.47,14.36,14.36,-3.69,-1.26,10.14,8.4,5.39,10.14,5.12,5.41,5.22,5.12,39.42,0,0,0,10,5,4+5+6+7+8+10,2+5+7,1057,1651,0.44,0.32,24,3
4847,KONSORTIUM TRANSNASIONAL BERHAD,Consumer Products & Services,2018-12-01,10,0.04,0.025,0.12,0.04,0.0,-8.5,-212.5,0.0,0.0,-212.5,-58.0,0.99,0.64,-6.78,-2.8,23.5,10.35,3.86,0.0,0.0,0.0,0.0,-40.14,-84.33,-49.75,-40.14,0.0,0.0,0.0,0.0,0.0,0,0,0,1+3+4+5+7+8+9+10,1+2+3+8+9+10,1+2+3+4+5+7+8+9+10,4,282,157,-0.05,-0.1,63,20
4715,GENTING MALAYSIA BERHAD,Consumer Products & Services,2019-12-01,10,2.26,1.83,3.862,3.27,10.0,23.5,10.4,19.0,8.41,7.19,7.6,0.5,0.5,16.51,8.98,28.15,18.56,16.68,0.63,-21.42,3.29,0.63,5.89,3.72,5.46,5.89,2.21,2.92,2.33,2.21,28.24,0,0,1,6+8,2,1+2+3+6+8+10,,5333,10406,0.22,0.25,1467,2577
4707,NESTLE (MALAYSIA) BERHAD,Consumer Products & Services,2019-12-01,10,139.8,120.0,149.9,3.66,53.0,266.1,1.9,280.0,2.0,72.7,102.01,0.2,0.27,11.49,25.95,52.46,39.2,34.26,1.84,1.84,4.08,6.7,3.09,2.17,2.69,3.09,2.97,2.13,2.75,2.97,93.76,1,0,1,1+8,+,6,+,4026,5518,1.67,2.87,509,726
4588,UMW HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,2.07,1.65,5.559,3.1607,5.0,41.21,19.91,6.0,2.9,13.04,9.2,0.47,0.52,0.86,-152.33,29.12,-61.6,-3.77,0.0,0.0,-12.0,-5.4,0.26,-10.3,-4.89,0.26,3.15,1.01,2.61,3.15,43.64,0,0,1,3+4+6+10,2+3+4,1+2+3+4+5+6+8+10,,10721,11304,0.34,0.29,770,174
4405,TAN CHONG MOTOR HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,1.05,0.98,1.62,4.63,16.0,6.49,6.18,4.0,3.81,1.4,3.76,0.19,0.18,2.89,-17.62,24.76,3.57,9.5,12.27,12.27,-15.84,-7.89,4.41,-1.34,1.67,4.41,2.59,2.19,2.57,2.59,27.48,0,0,0,2+3+5+10,2+3,1+2+3+4+5+7+8+10,3+4+6+9,2856,4858,0.23,0.16,241,526
4219,BERJAYA LAND BERHAD,Consumer Products & Services,2018-04-01,10,0.185,0.105,0.24,0.82,12.0,1.55,8.38,0.0,0.0,1.89,-4.32,0.53,0.44,-0.21,-29.0,83.0,27.0,23.16,0.0,0.0,0.0,0.0,-1.91,-3.6,-4.6,-1.91,1.45,0.0,0.66,1.45,0.0,0,0,0,1+9+10,1+3+4,1+2+3+4+6+7+8+9+10,1+2+3+4+5+6+7+8+9+10,4151,6361,-0.04,-0.03,0,0
4197,SIME DARBY BERHAD,Consumer Products & Services,2019-06-01,10,1.95,1.56,2.38,2.14,14.0,13.73,7.04,10.0,5.13,6.42,6.53,0.11,0.01,6.19,8.75,66.67,37.71,22.07,0.0,-28.73,-24.21,-9.55,5.87,7.14,6.25,5.87,3.47,4.42,4.15,3.47,96.03,1,0,1,3+5+6+7,+,1+2+3+5+6+7+10,+,32844,36156,0.12,0.14,3702,1352
4162,BRITISH AMERICAN TOBACCO (MALAYSIA) BERHAD,Consumer Products & Services,2019-12-01,10,13.16,9.26,34.78,1.36,11.0,120.65,9.17,0.0,0.0,88.71,85.33,0.06,0.06,17.71,12.46,23.12,17.79,19.55,0.0,-21.73,-17.45,-7.41,5.28,5.63,5.64,5.28,5.23,6.0,5.76,5.23,98.64,1,0,0,1+2+3+4+5,+,1+2+3+4+9+10,+,3965,2509,2.56,1.21,876,331
4081,PAN MALAYSIA CORPORATION BERHAD,Consumer Products & Services,2019-06-01,10,0.13,0.075,0.155,0.4029,-9.0,-1.38,-10.62,0.5,3.85,-3.43,-1.89,0.0,0.0,1.88,-14.0,10.0,-2.0,-1.65,0.0,0.0,0.0,0.0,0.98,-5.89,-1.11,0.98,4.85,0.0,9.7,4.85,43.48,0,0,0,2+3+5+6+10,1+2+3+9+10,1+2+3+5+8+9+10,2+3+4+9,73,72,0.0,-0.01,6,2
4065,PPB GROUP BERHAD,Consumer Products & Services,2018-12-01,10,16.54,15.0,19.96,15.07,20.0,81.02,4.9,31.0,1.87,5.38,5.13,0.01,0.01,38.46,13.0,27.36,20.18,20.89,0.75,0.75,1.82,-1.73,5.04,4.33,4.34,5.04,1.27,1.26,1.26,1.27,24.99,1,0,0,10,+,1+3+5+7+8+10,+,2005,4528,1.14,0.76,473,475
4006,ORIENTAL HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,5.45,4.5,6.67,10.7469,10.0,56.57,10.38,40.0,7.34,5.26,8.08,0.0,0.01,7.54,7.99,26.53,17.26,15.71,3.08,23.23,22.42,3.08,7.19,9.81,8.71,7.19,1.9,3.01,2.54,1.9,24.6,1,0,1,1+6+7+8+9+10,+,4+6+7+9+10,+,3438,6102,0.44,0.82,345,650
3905,MULPHA INTERNATIONAL BERHAD,Consumer Products & Services,2019-12-01,10,1.45,1.1,2.35,8.98,-2.0,-66.29,-45.72,0.0,0.0,-7.38,-6.92,0.24,0.24,1.98,-2.93,3.75,0.41,0.49,0.0,0.0,0.0,0.0,25.83,17.26,74.92,25.83,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+5+8+9,1+7+8,1+2+3+4+6+7+8+10,2+5+6+8+9+10,794,850,0.54,-0.66,-44,135
3891,MALAYAN UNITED INDUSTRIES BERHAD,Consumer Products & Services,2019-06-01,10,0.155,0.05,0.255,0.1199,-4.0,-4.38,-28.26,0.0,0.0,-36.53,-22.61,0.81,0.75,-6.79,-8.75,23.0,7.12,5.61,0.0,0.0,0.0,0.0,-5.56,-16.94,-10.17,-5.56,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+6+7+9+10,1+2+3+4+10,1+2+3+4+5+7+9+10,10,953,392,-0.04,-0.04,0,32
3859,MAGNUM BERHAD,Consumer Products & Services,2018-12-01,10,2.19,1.7,2.9,1.74,13.0,16.6,7.58,16.0,7.31,9.54,4.27,0.28,0.29,8.65,7.13,36.71,21.92,14.55,0.0,-22.5,-17.01,-5.21,8.16,5.79,6.38,8.16,7.64,6.34,6.96,7.64,105.38,1,0,1,2+3+4+5+6+7+8+10,+,1+3+4+5+6+7+9+10,+,3322,2704,0.31,0.07,693,333
3719,PANASONIC MANUFACTURING MALAYSIA BERHAD,Consumer Products & Services,2019-03-01,10,31.3,22.82,41.2,13.09,17.0,179.68,5.74,226.0,7.22,13.73,12.31,0.0,0.0,10.43,12.26,21.67,16.96,16.45,5.52,-10.41,5.52,7.81,6.24,5.62,6.41,6.24,2.77,3.76,3.03,2.77,41.05,1,0,1,1+7+8+10,+,1+3+8+10,+,680,1128,1.07,1.74,87,121
3689,FRASER & NEAVE HOLDINGS BHD,Consumer Products & Services,2019-09-01,10,31.7,24.12,36.0,7.15,28.0,112.74,3.56,60.0,1.89,15.77,16.95,0.04,0.04,9.5,7.45,36.27,21.86,24.02,2.12,2.12,9.5,5.9,5.0,3.18,3.61,5.0,2.68,1.82,2.22,2.68,61.34,1,0,1,1+3+8+10,+,3+6+7+8+9,+,3638,4076,1.94,1.12,511,578
3662,MALAYAN FLOUR MILLS BERHAD,Consumer Products & Services,2019-12-01,10,0.58,0.335,0.78,1.04,89.0,0.65,1.12,3.0,5.17,0.63,4.52,0.22,0.22,2.62,9.64,33.0,21.32,16.75,0.0,-37.99,-22.58,-14.87,6.79,5.74,6.12,6.79,3.5,5.56,4.83,3.5,94.4,1,0,0,3+6,+,2+3+5+8+9,+,1555,2682,0.23,0.03,15,139
3514,MARCO HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,10,0.105,0.08,0.125,0.19,7.0,1.47,14.0,0.3,2.86,7.74,7.41,0.01,0.0,10.17,7.0,17.0,12.0,9.93,8.31,-11.57,-4.54,8.31,11.07,10.44,11.51,11.07,7.0,8.06,6.12,7.0,42.3,1,0,1,1+2+7+10,+,1+2+3+6+10,+,93,151,0.01,0.01,6,15
3301,HONG LEONG INDUSTRIES BERHAD,Consumer Products & Services,2019-06-01,10,8.35,6.04,11.6,5.48,9.0,95.07,11.39,50.0,5.99,17.35,21.19,0.01,0.0,9.57,5.65,30.73,18.19,11.53,9.14,9.14,13.92,17.04,10.36,7.33,8.84,10.36,4.33,3.42,4.13,4.33,44.84,1,0,1,6+10,+,1+3+8,+,1486,2728,0.56,1.04,568,503
3255,HEINEKEN MALAYSIA BERHAD,Consumer Products & Services,2018-12-01,10,23.48,17.3,31.74,1.3,23.0,103.6,4.41,94.0,4.0,79.69,77.23,0.0,0.0,12.32,18.78,31.77,25.28,24.08,4.85,8.18,4.85,8.31,4.28,3.84,4.12,4.28,4.05,3.88,4.22,4.05,18.47,1,0,0,4+9+10,+,4+9+10,+,1195,2030,0.41,0.94,0,348
3182,GENTING BERHAD,Consumer Products & Services,2019-12-01,10,3.94,2.91,6.9239999999999995,9.18,8.0,51.48,13.07,21.5,5.46,5.61,5.73,0.85,0.85,10.33,8.52,24.21,16.37,17.21,5.93,-3.38,5.93,6.28,6.4,6.21,6.16,6.4,0.96,1.99,1.38,0.96,17.02,1,0,1,5+7+8,+,2+3+5+6+7,+,15195,21617,0.59,0.52,6281,6792
3026,DUTCH LADY MILK INDUSTRIES BERHAD,Consumer Products & Services,2018-12-01,10,46.16,34.0,64.5,2.26,29.0,160.87,3.49,100.0,2.17,71.18,123.6,0.0,0.0,12.2,18.66,33.88,26.27,25.17,11.68,-2.8,-1.3,11.68,4.08,3.61,3.67,4.08,1.61,1.75,1.83,1.61,39.75,1,0,0,1+10,+,2+5+10,+,692,1049,0.94,2.02,0,0
3018,OLYMPIA INDUSTRIES BERHAD,Consumer Products & Services,2018-12-01,10,0.09,0.05,0.125,0.41,-4.0,-2.22,-24.67,0.0,0.0,-5.41,2.95,0.37,0.37,-4.91,-15.5,11.0,-2.25,-0.62,0.0,-2.63,0.0,-12.7,-7.48,6.54,6.59,-7.48,0.0,0.0,0.0,0.0,0.0,0,0,0,3+5+6+7+8+9+10,5+6+7+8+9+10,1+3+4+5+6+7+8+9+10,1+2+4+8+9,328,171,-0.02,0.01,61,-17
2925,CYCLE & CARRIAGE BINTANG BERHAD,Consumer Products & Services,2019-12-01,10,1.4,1.15,2.14,2.38,-3.0,-44.21,-31.58,0.0,0.0,-18.58,-14.46,0.36,0.48,1.58,-18.17,60.75,21.29,12.44,0.0,0.0,0.0,0.0,4.39,-3.67,3.41,4.39,1.29,0.76,0.79,1.29,21.39,0,0,0,1+3+4+7+8,1+3,1+2+3+4+7+8+9,1+2+3+4+5+7+8,589,1143,0.27,-0.39,46,-4
2836,CARLSBERG BREWERY MALAYSIA BERHAD,Consumer Products & Services,2019-12-01,10,27.1,17.38,39.26,0.51,28.0,95.19,3.51,100.0,3.69,186.65,183.26,0.04,0.04,12.25,14.36,30.95,22.66,19.84,6.58,12.39,6.58,14.35,5.26,4.19,4.69,5.26,1.53,3.17,2.06,1.53,31.36,1,0,1,7,+,4+7,+,1368,2257,0.44,0.95,223,379
2828,C.I. HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,1.25,0.82,1.55,1.35,7.0,19.07,15.26,8.0,6.4,14.13,9.03,0.07,0.08,2.06,-54.0,30.5,-11.75,5.49,0.0,-10.57,0.0,-3.13,43.92,8.78,7.18,43.92,2.66,4.6,2.76,2.66,26.87,0,0,0,1+7+8,6+7,1+5+6+7+8,3+4+5+6+7+8,516,2273,0.27,0.12,49,86
2755,FCW HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,10,0.56,0.56,0.7,0.63,11.0,4.99,8.91,10.0,17.86,7.92,2.22,0.0,0.0,33.9,5.5,73.0,39.25,39.58,0.0,0.0,0.0,0.0,4.14,0.51,4.35,4.14,2.15,5.13,4.1,2.15,20.0,0,0,0,1+5+6+7,2,1+2+3+4+6+8,5+9,19,29,0.01,0.01,5,1
2658,AJINOMOTO (MALAYSIA) BERHAD,Consumer Products & Services,2019-03-01,10,14.0,9.96,17.88,7.91,15.0,91.83,6.56,47.0,3.36,11.61,12.54,0.0,0.0,12.75,5.16,23.98,14.57,12.96,11.52,11.52,15.08,11.55,9.04,9.57,8.76,9.04,3.32,2.21,2.34,3.32,36.27,1,0,1,5+10,+,2+7+8+10,+,285,448,0.39,0.93,32,65
2097,EASTLAND EQUITY BHD,Consumer Products & Services,2018-12-01,10,0.07,0.035,0.115,0.58,-2.0,-4.0,-57.14,0.0,0.0,-6.9,-3.98,0.16,0.16,3.01,-6.75,47.5,20.38,8.75,0.0,0.0,0.0,0.0,1.67,-27.96,-10.52,1.67,0.0,0.0,0.0,0.0,0.0,0,0,0,2+3+4+5+7+9+10,1+2+3,1+2+3+7+9+10,1+3+4+5+6+7+9+10,54,21,0.05,-0.03,-16,-4
1643,LANDMARKS BERHAD,Consumer Products & Services,2018-12-01,10,0.26,0.2,0.63,3.38,-1.0,-18.95,-72.88,0.0,0.0,-5.61,-2.18,0.07,0.07,-16.14,-100.0,84.5,-7.75,-24.52,0.0,0.0,0.0,0.0,-4.36,-11.77,-8.13,-4.36,0.09,0.0,0.0,0.09,0.0,0,0,0,6+9+10,1+2+3+4+5+6+7+8+9,1+2+3+4+5+6+7+8+9+10,1+2+3+4+5+6+8+9,47,109,0.02,-0.07,14,-3
1619,DRB-HICOM BERHAD,Consumer Products & Services,2019-03-01,10,1.46,0.98,3.0,3.62,6.0,25.18,17.25,3.0,2.05,6.96,1.58,0.48,0.46,3.6,-7.08,39.67,16.3,10.3,0.0,0.0,-23.09,-18.2,7.16,-0.01,-1.9,7.16,1.95,0.99,1.78,1.95,14.01,0,0,0,1+3+4+5+9+10,3+4,1+2+3+4+5+6+7+9+10,1+4+6,6314,12477,0.12,0.06,3646,-763
1562,BERJAYA SPORTS TOTO BERHAD,Consumer Products & Services,2018-04-01,10,2.29,1.94,2.82,0.59,20.0,11.67,5.1,16.0,6.99,19.78,30.63,1.2,0.73,8.28,9.13,16.8,12.96,13.19,0.0,-13.85,-9.8,-3.29,7.84,8.15,8.39,7.84,6.2,6.53,6.48,6.2,0.0,1,0,0,1+9+10,+,1+2+3+5+6+8+9+10,+,3696,5661,0.31,0.17,0,0
1481,ADVANCE SYNERGY BERHAD,Consumer Products & Services,2018-12-01,10,0.125,0.07,0.24,0.518,2.0,8.07,64.56,0.25,2.0,15.58,-1.15,0.28,0.16,0.06,-13.0,19.0,3.0,0.92,0.0,0.0,0.0,0.0,-4.06,-2.56,-6.77,-4.06,1.4,0.0,0.0,1.4,15.13,0,0,0,2+4+9+10,1+2+4+5+6+7,1+2+3+4+5+6+7+9+10,1+3+7,227,284,0.03,-0.01,20,-7
1287,PAN MALAYSIA HOLDINGS BERHAD,Consumer Products & Services,2019-06-01,9,0.16,0.045,0.16,0.0373,-462.0,-0.03,-0.19,0.0,0.0,-0.8,-2.87,0.41,0.4,-43.93,-48.5,6.0,-21.25,-14.75,0.0,0.0,0.0,0.0,-4.73,0.0,-0.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+8+9,1+2+3+4+5+9,1+2+3+4+5+6+7+8+9,1,18,8,0.01,0.0,4,0
0197,WEGMANS HOLDINGS BERHAD,Consumer Products & Services,2018-12-01,5,0.175,0.1,0.37,0.16,11.0,1.59,9.09,0.5,2.86,9.94,23.11,0.21,0.24,18.37,0.0,9.0,4.5,3.45,0.0,-7.17,0.0,0.0,11.61,0.0,0.0,0.0,1.85,0.0,0.0,0.0,2.1,1,0,1,5,+,1+3+5,+,39,95,0.01,0.03,5,14
0186,PERAK TRANSIT BERHAD,Consumer Products & Services,2019-12-01,7,0.185,0.125,0.27,0.2324,7.0,2.79,15.08,0.95,5.14,12.01,12.97,0.86,0.86,24.09,0.0,14.0,7.0,5.38,20.27,20.27,23.36,0.0,11.3,10.89,0.0,0.0,3.02,4.03,0.0,0.0,11.91,1,0,1,5+7,+,7,+,64,124,0.01,0.03,10,63
